Timestamp,B1_RMS,B1_Kurtosis,B1_Peak2Peak,B1_CrestFactor,B2_RMS,B2_Kurtosis,B2_Peak2Peak,B2_CrestFactor,B3_RMS,B3_Kurtosis,B3_Peak2Peak,B3_CrestFactor,B4_RMS,B4_Kurtosis,B4_Peak2Peak,B4_CrestFactor
2004.02.12.13.22.39,0.07762277416041877,3.447748881159334,0.849,5.7199707792253,0.09294257404608772,3.1176072740378524,0.864,4.884736673796808,0.10421540638377022,5.366988657907563,1.7530000000000001,9.441982084457344,0.054829943062618625,3.2029543008346217,0.5860000000000001,5.617368590885606
2004.02.12.13.32.39,0.07782555832949016,3.341445316373242,0.761,5.203945961882484,0.09496679775469556,3.137407941343514,0.8300000000000001,4.475248297808233,0.10522980038312282,4.152670031000969,1.3250000000000002,6.42403575354895,0.055626265347265356,3.0922079817125856,0.451,4.116760285278758
2004.02.12.13.42.39,0.07893316063389487,3.5964296522845243,0.874,5.967073866262322,0.09547548411192398,3.242524316679871,0.933,5.01699472336247,0.10676083037492612,5.455067043287836,1.8530000000000002,8.75789366489973,0.054763918928490224,3.0815636614284054,0.444,4.181585329914468
2004.02.12.13.52.39,0.07902854786058722,3.506380111063578,0.8029999999999999,5.25126693118661,0.09566555793288081,3.1524805052472984,0.899,5.080198250042913,0.10561785917984882,4.913907069045782,1.5510000000000002,8.41713709123935,0.0553470134201589,3.1503507695277135,0.471,4.372412982122301
2004.02.12.14.02.39,0.07936328499916934,3.3844068433999404,0.742,4.8007085392696105,0.09608866576997063,3.1564794915640446,0.8939999999999999,5.057828580567963,0.10640429169453469,4.286713029167961,1.396,6.606876365646712,0.0552470092516328,3.1642612881271437,0.498,4.8147402656396014
2004.02.12.14.12.39,0.07948672040475141,3.414972442554056,0.6859999999999999,4.327766930731702,0.09433478732476888,3.1334861481249847,0.764,4.420426566123301,0.10652850378720535,4.963304103402002,1.5899999999999999,9.124318519873386,0.054752911773313484,3.228406443745721,0.562,5.351313574208996
2004.02.12.14.22.39,0.07975294340914243,3.520074031791686,0.759,4.927717814549634,0.09627197243113518,3.187193928686347,0.888,4.840453438650973,0.10519049149972219,4.254478936980435,1.3530000000000002,6.502488868034298,0.05664761120708225,3.0815873750234375,0.486,4.660390692114374
2004.02.12.14.32.39,0.07938138784581765,3.484681041558835,0.85,5.505068780717017,0.09674150883281694,3.3711304232280987,1.0670000000000002,6.894661950669704,0.10800230439164829,4.387538137119228,1.528,7.842425259080839,0.056104046321739355,3.1358328182378497,0.437,3.921285797077238
2004.02.12.14.42.39,0.07759187944533484,3.309975550763815,0.7130000000000001,5.219618378819285,0.09475114455525722,3.261594382472645,0.984,6.36403921905493,0.10659309792566601,4.022536467478275,1.254,6.454451680162116,0.05549978093284468,3.127193900108679,0.501,4.666685086800482
2004.02.12.14.52.39,0.07774099563514575,3.3680421199233375,0.732,4.990931706367161,0.09624643586136385,3.1566551621494887,0.862,4.592377848013713,0.10562862258026053,4.612231805636072,1.321,6.750064353610559,0.05521808370070556,3.0949560451636615,0.46399999999999997,4.292072163977898
2004.02.12.15.02.39,0.07751394405806931,3.404208338246493,0.769,5.160361853092411,0.09513670186114098,3.173822002251635,0.883,4.666968596914897,0.10745514484796377,5.315598786554467,1.87,9.129390699607711,0.05549451030352574,3.064747207699993,0.444,4.0003956929393
2004.02.12.15.12.39,0.07827954401833694,3.3419917127536714,0.735,4.9949192334131185,0.0946834910454959,3.2331517446347866,0.925,5.51310470533006,0.10655456096709622,4.20232900829488,1.263,6.832180559824225,0.05516388093459003,3.12458150930045,0.518,5.003273796621815
2004.02.12.15.22.39,0.07886118143611597,3.5350200636292444,0.871,6.188088881160373,0.09587704859488337,3.2907499147594046,0.948,4.943831781919242,0.10490864841241046,5.017434683384363,1.499,7.396911615422175,0.05524736189261664,3.2345610991748845,0.5489999999999999,5.1224165336629515
2004.02.12.15.32.39,0.07858236746600665,3.4890447103350155,0.803,5.128376924687727,0.09492215432057668,3.165506889421826,0.904,4.761796687351606,0.10487340000828083,3.9570967413089555,1.275,6.102596082032865,0.05443486646901965,3.0734951184794377,0.447,4.133380213728523
2004.02.12.15.42.39,0.08023091764702917,3.486711769971117,0.774,4.935753093865595,0.09489323050308963,3.1657361179752685,0.893,4.910782334308109,0.10490426159867149,4.13526919189829,1.316,6.472568317554403,0.05680913167270074,3.143500272564844,0.473,4.207070112899647
2004.02.12.15.52.39,0.07742107025313345,3.5086729705515918,0.732,5.011555623442141,0.09549172595865309,3.20123385151208,0.915,4.880003951355672,0.10425167981447889,4.434412997331692,1.351,6.561045358858605,0.055391673121254204,3.1759125783377575,0.5740000000000001,5.596509051485045
2004.02.12.16.02.39,0.07901612461528817,3.404492415747514,0.74,4.758522413376508,0.09626068173276278,3.2295606492347853,0.935,4.9449057645515415,0.10672920611294737,4.7143269486039925,1.621,8.207687772669866,0.055981837787887734,3.152770647519533,0.542,5.198114451022201
2004.02.12.16.12.39,0.07823475415576188,3.4066809287512814,0.6619999999999999,4.588753475025269,0.097852774505967,3.3069613520962955,0.891,4.9359867662265104,0.10813122588650677,4.3174828224675945,1.302,6.0759507220382325,0.0555853180965138,3.11426623085635,0.452,4.083812196700139
2004.02.12.16.22.39,0.07812870584960675,3.4218788787843972,0.71,4.556583859014373,0.09525619930408401,3.1137938912215692,0.755,4.230695775647242,0.10287416843527825,4.426502408342559,1.455,8.019505892959286,0.055627612298210324,3.195880194555942,0.511,5.141331583077875
2004.02.12.16.32.39,0.07686189103169887,3.409627806173568,0.76,5.373273991264062,0.09595532942020796,3.173085686776879,0.825,4.804318871974135,0.10628541643185932,4.347211932829602,1.44,7.094105901945609,0.055640146726391504,3.033498695927733,0.45399999999999996,4.3853227274877895
2004.02.12.16.42.39,0.07986518700725069,3.5706517890996228,0.8089999999999999,5.722142739846218,0.09652050689855046,3.215822081523011,0.877,4.579337740782606,0.10492086955028299,4.1663803941882165,1.333,7.281678118706932,0.05646707809160241,3.1600982637971593,0.496,4.675290610428472
2004.02.12.16.52.39,0.07742917473155306,3.3569692841046233,0.734,4.881880780862329,0.09548428550969461,3.2629708782870037,0.967,6.084770880345651,0.10745294982354486,4.864002224169101,1.55,7.426506217934875,0.05610140094061824,3.2587931953743987,0.589,5.490058979561123
2004.02.12.17.02.39,0.0784612560514543,3.6561008820895786,0.896,6.347081668861065,0.09679553772280453,3.27543904828842,0.906,4.721292021835973,0.1068019414032348,5.579939922114935,1.858,9.260131295422738,0.05663766457780657,3.0975187996884603,0.478,4.219806762541759
2004.02.12.17.12.39,0.0785959604559929,3.5058926832599493,0.725,4.720344377084477,0.09723323431558137,3.199298307828632,0.842,4.391502586596303,0.10717779907814107,5.235518382076402,1.665,7.884095468166204,0.0563313886017101,3.1320730134927657,0.478,4.455775123434116
2004.02.12.17.22.39,0.07866142681365101,3.453114007552955,0.747,4.996095493297081,0.09511981727627464,3.148369924907655,0.984,5.309093461914799,0.10526330592480339,4.401758131800796,1.428,7.143989953509572,0.05577357396414879,3.138691962476336,0.473,4.285183519952102
2004.02.12.17.32.39,0.07762854039078106,3.430764022232676,0.779,5.783955201781972,0.09504406769855496,3.1384097036275556,0.823,4.724124407470268,0.10299200728431855,4.163425357908132,1.237,6.3500073184764245,0.05507993835667393,3.1682948222939555,0.45899999999999996,4.3391479208335175
2004.02.12.17.42.39,0.07820874324224403,3.488396336752809,0.749,5.3063120924290725,0.09458627272644403,3.1835254854912503,0.827,4.694127247027764,0.10185255408401647,4.084606835577633,1.162,5.989049616731468,0.055519513742917456,3.063034373451503,0.447,4.052629153811761
2004.02.12.17.52.39,0.07808856431612202,3.536781662751291,0.913,6.006001059276373,0.09683363683481196,3.4142096945384077,1.0859999999999999,6.020635174474928,0.10702843632250555,6.123223334762214,1.892,9.875880058781517,0.05538090932069913,3.1887912733896777,0.529,5.019780343261625
2004.02.12.18.02.39,0.07648226248359404,3.4576700058997076,0.705,4.7200486528158985,0.09473453349195055,3.1890539413388863,0.979,5.277906393474606,0.10497783178374197,4.287255038277174,1.487,7.811172950201799,0.055835726200278796,3.12323867016074,0.501,4.817703973887903
2004.02.12.18.12.39,0.07891327536794347,3.3564760255027606,0.6890000000000001,4.612658621794652,0.09578614613301667,3.1346844751907335,0.786,4.1028897796373105,0.10704842790984252,4.733605172981252,1.455,6.959466986544146,0.05600931972881277,3.185017274060189,0.5860000000000001,5.659772365293097
2004.02.12.18.22.39,0.07732266473953077,3.498286101761717,0.752,5.121396182270311,0.09449837005662783,3.2704278986319677,0.913,4.910137600489295,0.10658380583379272,4.068720353158305,1.226,5.751342759855236,0.05572195158707092,3.128188685495836,0.483,4.504508418155246
2004.02.12.18.32.39,0.07824754763529333,3.329758248993226,0.764,5.303680595004558,0.09602726841526252,3.182610544256581,0.911,5.008993882028931,0.10460732050820463,3.9536161721882292,1.294,6.376226795214446,0.05622907119333935,3.112558287673822,0.449,4.125979588072615
2004.02.12.18.42.39,0.0769698265505305,3.4243128403754697,0.771,5.261802165217542,0.09471815381493337,3.3387513027605618,0.855,4.666476089299724,0.10272164250947192,4.159766503739327,1.353,6.775592591754187,0.05521778304543859,3.1504887734668334,0.46599999999999997,4.292095533878519
2004.02.12.18.52.39,0.07847964256337435,3.553398547399073,0.792,5.045894541125359,0.09655180007465552,3.206665123356046,0.972,5.137138816847373,0.10489837995501884,4.214340738856491,1.289,6.654058912056671,0.056001716805435975,3.1070165993688743,0.515,4.624858214612082
2004.02.12.19.02.39,0.07853956351488958,3.5791138307510244,0.8300000000000001,5.436750357277566,0.0961099844010106,3.271340218613142,1.045,5.462491782430043,0.10347393028220622,4.489462265889292,1.555,9.103742338102624,0.056238176274690174,3.1447980616240283,0.503,4.516504922907893
2004.02.12.19.12.39,0.07938090836770041,3.627682513208398,0.9930000000000001,6.7018633439632875,0.09549046551308801,3.1479687682553763,0.871,4.932429614508941,0.1042355835824102,4.5309454622456435,1.252,6.370185470061016,0.05526933697245698,3.1284570734867234,0.472,4.469024119523823
2004.02.12.19.22.39,0.07691333012919477,3.3985078570542333,0.738,5.018635902926301,0.09580923148575311,3.2914047717655537,1.049,7.00350049358008,0.10317487714282726,4.089851746767514,1.167,5.892907428989057,0.057307236757373196,3.1900659310638115,0.515,4.728896651348888
2004.02.12.19.32.39,0.07662792325938943,3.425242785473347,0.793,5.220029239810919,0.09407310493581907,3.132224030893311,0.782,4.156342030666022,0.10526469334046673,4.39810507927167,1.374,6.535904662494402,0.05508184207315397,3.0525892192967294,0.459,4.211914330894776
2004.02.12.19.42.39,0.07833920727505721,3.613387552300388,0.7909999999999999,5.642130107955924,0.09632820331505332,3.370060954599383,0.9299999999999999,5.242493710261936,0.10513800152767969,4.019394403843014,1.2229999999999999,6.753029253776316,0.05642163657869869,3.1410640808870447,0.5509999999999999,5.317109148040228
2004.02.12.19.52.39,0.07738031364276786,3.4843217611881623,0.813,5.957587638223358,0.09575426592773492,3.1831700204454205,0.8180000000000001,4.689086127388384,0.10447311397181933,5.203556437332323,1.7309999999999999,9.227254394465836,0.055213429992733654,3.1292842641937257,0.483,4.419214673533442
2004.02.12.20.02.39,0.07742347280137335,3.4494151207921924,0.835,5.8380228068506685,0.09501210500592149,3.34651446607314,0.942,5.420361963014117,0.10305813220353478,4.398822492604157,1.362,7.248336293585367,0.05433049858202918,3.120776568756562,0.498,4.675090540840633
2004.02.12.20.12.39,0.07599751100981861,3.2985831400319756,0.694,4.565939007596826,0.09407815562198471,3.1664830486569655,0.83,4.411225935035449,0.10219023983330061,4.278263925047413,1.404,6.908683267126814,0.05411561290927855,3.125812815631964,0.486,4.693654683830619
2004.02.12.20.22.39,0.07812885896719358,3.347930953245105,0.737,4.9661546978808655,0.0971620045437162,3.1915876504630876,0.8300000000000001,4.446182456081686,0.10547439244166093,4.173369611298871,1.207,6.115228398748604,0.054244776714272226,3.1297392002764903,0.456,4.313779393591508
2004.02.12.20.32.39,0.0786632849704597,3.412990629153619,0.7789999999999999,5.250225694936249,0.09569291756789658,3.2366233871727617,1.033,5.590800381025104,0.10591002870213709,5.795106399579899,2.063,10.716643304781746,0.05593206371977638,3.219831505985465,0.551,4.970315441833146
2004.02.12.20.42.39,0.07712632634090483,3.395073441421392,0.669,4.434283547855389,0.09561720582002031,3.2052111430541443,0.8160000000000001,4.497098574595313,0.10459687962153794,4.065480887483738,1.209,5.9083980539008865,0.054547167716201134,3.0665951734962498,0.466,4.289865263352607
2004.02.12.20.52.39,0.07930147000233508,3.4723936249303304,0.777,4.930551728593263,0.09522501953637566,3.1810602453309476,0.931,4.977683410387051,0.10423843189339405,3.7934352136022493,1.1480000000000001,5.621726932723907,0.05677704218723664,3.133264329561993,0.51,4.808281472284405
2004.02.12.21.02.39,0.0769426198413264,3.394462244810976,0.7689999999999999,5.302652818962897,0.09602583651964128,3.1059972898756,0.833,4.884102206223114,0.10216575982426182,4.239636932162983,1.347,6.832034540737027,0.055602065584523255,3.0169624208784893,0.498,4.568175612358914
2004.02.12.21.12.39,0.0771994016001541,3.3780082777784424,0.774,5.025945693330679,0.09451992752440487,3.1774893915244364,0.915,5.268730235446037,0.10593771847322606,6.379747161306049,1.911,9.260157894073686,0.0551513396362398,3.0744160963157796,0.491,4.605509162158181
2004.02.12.21.22.39,0.07699636792620886,3.4364865722352333,0.752,4.94828535763063,0.09572027040295919,3.199016988573738,0.935,5.07729447434757,0.10207879563150285,4.003036302255984,1.1869999999999998,6.054146663631649,0.05570113776258861,3.0558695977707138,0.45199999999999996,4.254850251177093
2004.02.12.21.32.39,0.0774460721521555,3.4911372191123604,0.8420000000000001,5.926704702314913,0.09550188101468866,3.1388645532315853,0.95,5.193614981507147,0.10481296725820116,4.222198921619243,1.343,6.850297427714695,0.055324842814253664,3.262734499268757,0.506,4.771816539747749
2004.02.12.21.42.39,0.07664165646604577,3.346004972164705,0.7130000000000001,5.127759734343805,0.09583315732547243,3.2060181473394054,0.849,5.1443572742329,0.10463893183078418,4.646822060284451,1.587,8.467211815892638,0.05503973396059546,3.2958428942463356,0.6839999999999999,6.795090984047224
2004.02.12.21.52.39,0.07695564843578329,3.4469901117158317,0.755,5.015876129249993,0.09564606079349271,3.1302977212296454,0.8320000000000001,4.5898387906202975,0.10402389181509879,4.3927113991049564,1.416,7.325240256867584,0.05443408158756102,3.1326356189831213,0.44,4.262035717950193
2004.02.12.22.02.39,0.0773247059887718,3.4880416166718633,0.825,5.742019892897783,0.09598725018076945,3.1715128251316944,0.854,4.500597727160945,0.10383587772033867,4.579198650474679,1.577,10.160264671151845,0.05588791360141073,3.1378021885222123,0.437,4.025915184536796
2004.02.12.22.12.39,0.07577292447823547,3.588164861556331,0.861,6.598663090318189,0.09416002860199292,3.218485258869486,0.894,5.395070578698275,0.10348127354555207,4.785811206843225,1.5819999999999999,7.953129796356038,0.05540936609962706,3.138068240876262,0.518,4.674300000731162
2004.02.12.22.22.39,0.07668913124793174,3.3623983965568214,0.74,5.09850605473569,0.09648240964597511,3.1063137377346526,0.808,4.684791783896494,0.10606608369939999,4.636326154360265,1.611,7.985587573879579,0.05579782973140062,3.1745432174390125,0.5,4.982272632076111
2004.02.12.22.32.39,0.07740031675131004,3.5401611783934817,0.8029999999999999,5.67181141403494,0.0959002057499911,3.392083115243781,1.0130000000000001,5.7768384923413105,0.10387668470354645,4.246609681706514,1.37,7.499276687768648,0.0568191935172713,3.245147404155357,0.5740000000000001,5.244706613257668
2004.02.12.22.42.39,0.07795509180220767,3.326074003574518,0.781,5.105503576467198,0.09790498622708141,3.199672441702064,1.0030000000000001,5.556407502455934,0.10422949719699075,4.371986962382987,1.4889999999999999,7.23403662376843,0.05570496578304869,3.056940267729523,0.474,4.344316464397539
2004.02.12.22.52.39,0.07882041185009597,3.394825113515933,0.769,5.544249132205821,0.0969382235728153,3.2173348924129366,1.033,6.272035710900973,0.10619415559078864,4.573925098875823,1.409,7.542787976831744,0.056413775034754365,3.1846573202714126,0.534,4.839243603744213
2004.02.12.23.02.39,0.07756062271096398,3.340161177797444,0.7250000000000001,4.938072782464381,0.09489379780221743,3.1299100237634785,0.864,5.427119705688138,0.10220089146772093,4.336080462562071,1.416,7.123225536931163,0.05621529528365145,3.0530039074065765,0.471,4.304878214708561
2004.02.12.23.12.39,0.07689052656973988,3.4461346262694326,0.694,4.577937175143874,0.09670710046966562,3.313454532863942,1.052,5.625233280266096,0.10418745828958373,4.081489839308307,1.158,5.768448620078159,0.0556455474690024,3.156524726815974,0.544,4.9060529084034235
2004.02.12.23.22.39,0.07824627430976747,3.4445772787585356,0.854,5.521029644041128,0.09559822260908216,3.1747507168074374,0.825,4.592135585984143,0.10377113842452473,4.442726635952626,1.413,7.5261774310015905,0.05519700778093637,3.140901809941013,0.479,4.601698719033192
2004.02.12.23.32.39,0.07672532972039368,3.6543006059840124,0.808,5.408904745178208,0.09450450577262508,3.1531224526838266,0.8480000000000001,4.835748266855423,0.09953857263094669,4.364032616851847,1.355,6.891800654440183,0.05522377771395216,3.1345240797386906,0.491,4.816765730476199
2004.02.12.23.42.39,0.07738254866499697,3.3863550827223334,0.786,5.518040015049906,0.09595587975405677,3.10635006705002,0.83,4.377011612800553,0.1057414015139795,4.098528276200653,1.4569999999999999,7.1778885955058644,0.056204660546857674,3.3371074036062893,0.794,7.2591844880879846
2004.02.12.23.52.39,0.07699061808712475,3.4490551594338545,0.71,4.688882995996762,0.09424114420845468,3.1788891702940223,0.9179999999999999,4.9978170782623526,0.1056128263602337,5.539898718834978,1.74,10.121876639810385,0.054556792459927714,3.156863169892477,0.452,4.16080179506031
2004.02.13.00.02.39,0.07482262488921716,3.3027462055056254,0.706,4.931663391204782,0.09448214633761504,3.175123223242904,0.859,4.572292403861416,0.10245075608249556,4.211554772393651,1.385,7.1058528783701576,0.05575478451302408,3.0128213346094403,0.481,4.340434675045149
2004.02.13.00.12.39,0.07733855853789073,3.58162761268939,0.904,5.90908349780143,0.0954862189929946,3.213391930703134,0.874,4.733667379092277,0.1034476500873449,4.340573495164097,1.403,7.453045084629903,0.0555373119405155,3.139915318110692,0.457,4.177371786529548
2004.02.13.00.22.39,0.07679397533945942,3.3194399375811274,0.716,4.8701737128046005,0.09368308262809848,3.173230548639129,0.747,4.504548613918358,0.10128302702081925,5.178081611190562,1.579,8.747763826389965,0.05609135440567022,3.14800710647901,0.5,4.7422638090748315
2004.02.13.00.32.39,0.077721765308917,3.439359238649662,0.754,5.40389166832027,0.09635350841554434,3.2913523343271853,0.952,5.116575494831346,0.10105856734192864,4.451002947917392,1.4009999999999998,7.00583848180336,0.054886532903259844,3.0808023869942813,0.417,3.862513968110542
2004.02.13.00.42.39,0.0773589786144157,3.573064649007782,0.781,5.713622489809271,0.09491967847252815,3.2512409016754353,0.8400000000000001,4.60389254401528,0.10194069320757351,4.169472210531371,1.272,6.543020054237245,0.05616129290100523,3.2258499825883726,0.608,6.516943985693907
2004.02.13.00.52.39,0.07689176995692956,3.263130457137246,0.755,5.24113309169158,0.0939470938630488,3.2962981014032273,1.182,7.9299951639379325,0.10363333401913631,5.518405819980394,1.5899999999999999,8.5783209467703,0.054951646891551395,3.1601230199915924,0.451,4.167300034736682
2004.02.13.01.02.39,0.07492218065631082,3.440956468817471,0.718,4.7916384287696365,0.093893104061131,3.1794985865361793,0.899,5.048294065253107,0.10175417873790246,4.381616166521081,1.377,6.790875898864771,0.0558327060463052,3.086379817613305,0.474,4.244823809962615
2004.02.13.01.12.39,0.07763068115281484,3.6069125322892983,0.872,5.822440216777755,0.09586104343495067,3.235212276771436,0.994,6.269491531331246,0.10566284455166822,4.864814856294062,1.5699999999999998,8.896220842704533,0.05661472683782794,3.154748061201465,0.45899999999999996,4.221516438374983
2004.02.13.01.22.39,0.07778453061583003,3.4203109108981145,0.721,4.808153974048495,0.09530793073063883,3.145011042884911,0.896,4.8894147258009255,0.10530207408517947,4.017797445641945,1.245,6.096746009776431,0.05539745241773308,3.175120593671362,0.513,4.6753052477390185
2004.02.13.01.32.39,0.07858931119423541,3.38013994309692,0.771,5.000680041954953,0.09548303902886365,3.2413092544930273,0.891,4.964232441917921,0.10338539402287746,4.209942302485538,1.2799999999999998,6.780454885579682,0.05485031433293591,3.089612686912099,0.418,3.828601577838206
2004.02.13.01.42.39,0.07599053317889341,3.3464396355508277,0.732,4.947984759033577,0.09467675011172885,3.23831540216892,1.0150000000000001,6.854903650939745,0.10455251371918324,5.209817751576677,1.9969999999999999,12.051360174698658,0.055611718042097476,3.1216411255018124,0.488,4.6932554718490405
2004.02.13.01.52.39,0.07671097179256287,3.358155992917113,0.718,5.031874723785245,0.09500798100727183,3.210906030654741,0.9470000000000001,5.136410592312754,0.10487199926800647,4.124841856584492,1.264,7.189717038511961,0.055003622483688515,3.213293233728929,0.594,6.308675398659495
2004.02.13.02.02.39,0.07504429291050387,3.3535492935283626,0.767,5.663322066434091,0.09449653210609438,3.1854929119210382,0.874,4.984309894792676,0.10290877805883471,5.035958221913908,1.482,7.375464117998435,0.05551554144378739,3.1364547063575228,0.481,4.575295374849029
2004.02.13.02.12.39,0.07824627774193958,3.542882081381523,0.755,5.150404742946567,0.09567113776663524,3.288485137913889,1.067,6.14605421997042,0.1056577977001402,4.971783876317854,1.633,7.741974731685275,0.05531625163830699,3.128567924923893,0.45899999999999996,4.374844513730805
2004.02.13.02.22.39,0.07745035456261644,3.5008486498061995,0.764,5.422828628375636,0.09563400335474956,3.1786711662631233,0.842,4.517221750066423,0.10208588363098373,3.950623692275707,1.213,5.975360924581947,0.055382267088053556,3.1501647595870272,0.493,5.0196572769042005
2004.02.13.02.32.39,0.07831602988602893,3.536634530968217,0.845,5.579955989035113,0.09562300140885298,3.205723922929258,1.0030000000000001,5.7412964654043215,0.10310756836574547,4.083788096057664,1.216,5.993740418819854,0.05605890674451852,3.09736469118854,0.449,4.049311932437859
2004.02.13.02.42.39,0.07656014919860397,3.389219362091987,0.8029999999999999,5.799361739071638,0.0962074667588553,3.2178828622115665,0.925,5.3530148682830525,0.10198969291520345,4.071772788810202,1.311,6.843828822784407,0.05601958667998966,3.2726749633543775,0.608,5.801542268716718
2004.02.13.02.52.39,0.0776802038005823,3.4508614826233655,0.759,4.904724516146854,0.0949029124577784,3.1662380512119377,0.859,4.96296676047265,0.10168318334607068,4.770149009135056,1.6549999999999998,9.411585755954611,0.05639963084431493,3.1848170286100714,0.552,5.070955176807309
2004.02.13.03.02.39,0.07571563009461785,3.3925339025403622,0.774,5.230095813838433,0.09529101320305931,3.1252599645539045,0.791,4.1976676137090125,0.1033623894118256,5.412364177060872,1.794,9.326409784889412,0.055872414125006716,3.146658571995296,0.471,4.367092487789844
2004.02.13.03.12.39,0.07794620572117751,3.5248632368505843,0.749,4.977792009375291,0.09486180043431933,3.132093532887888,0.7949999999999999,4.395868495967706,0.10258438813705098,4.251565359528317,1.355,6.999115684550015,0.055365692996091904,3.168217665111467,0.542,4.985036492173629
